website,domain,phones,addresses,status,retries,facebook_links,instagram_links,youtube_links,twitter_links,linkedin_links,error
http://jessicaashwellness.com,jessicaashwellness.com,[],[],success,0,"['facebook.com/2008', 'facebook.com/jessicaashwellness']",['instagram.com/jessicaashwellness'],,,,
http://minastollery.com,minastollery.com,[],[],success,0,['facebook.com/2008'],['instagram.com/electric_skillet'],,,,
http://pctouchservices.com,pctouchservices.com,[],[],success,0,['facebook.com/home.php'],,,['twitter.com/mayisad'],,
http://mygoodhorse.weebly.com,mygoodhorse.weebly.com,['8054791140'],[],success,0,['facebook.com/pages'],,,,,
http://figlass.biz,figlass.biz,['8453546074631'],[],success,0,,,,,,
http://couplescounselingatlanta.com,couplescounselingatlanta.com,['2025033001'],[],success,0,,,,,,
http://ohhappydayshatchetthrowing.com,ohhappydayshatchetthrowing.com,[],[],success,0,,,,,,
http://coffee-homemachines.club,coffee-homemachines.club,[],[],success,0,,,,,,
http://wombatworks.org,wombatworks.org,[],[],success,0,['facebook.com/wombatworksllc'],,,['twitter.com/WombatWorks'],,
http://steppir.com,steppir.com,[],[],success,0,,,,,,
http://highwayonerealestate.com,highwayonerealestate.com,"['01008171', '8052352565']","['148  North Ocean Ave Cayucos, CA 93430']",success,0,['facebook.com/highway-one-realty-218737271556777'],,,,['linkedin.com/in/nadine-lilley-50146633'],
http://buchanan-edwards.online,buchanan-edwards.online,[],[],success,0,,,,,,
http://horizons.church,horizons.church,"['4025125700', '470808100']",[],success,0,"['facebook.com/HorizonsCommunityChurch', 'facebook.com/tr', 'facebook.com/groups']",['instagram.com/horizons_community_church'],,,,
http://clockinc.org,clockinc.org,['3095580956'],[],success,0,"['facebook.com/clock.inc.qc', 'facebook.com/designs.chasing']",['instagram.com/clockinclgbt'],,['twitter.com/clockincLGBT'],['linkedin.com/in/clockinc'],
http://johnstons-clothiers.business.site,johnstons-clothiers.business.site,[],[],success,0,,,,,,
http://romanthumbs.com,romanthumbs.com,[],[],success,0,,,,,,
http://beagibbons.com,beagibbons.com,[],[],success,0,,,,,,
http://motherssoontobe.com,motherssoontobe.com,[],[],success,0,,,,,,
http://oceancurrent.com,oceancurrent.com,"['41588991033526', '42083778035894', '42083777970358', '41588990935222', '39810174353590', '41719745478838', '41697406714038', '41763974873270', '42085728059574', '41719610900662', '41697411137718', '41719610933430', '39810176614582', '39810176680118', '42083851403446', '41719668474038', '41709993230518', '41753452871862', '41763986702518', '41719670997174', '39810173370550', '42083638935734', '39810174025910', '39810176352438', '41763986735286', '42083851305142', '39810175500470', '41719668408502', '42111291064502', '39810173403318', '42083861364918', '42083523297462', '41763974906038', '41869736476854', '41808298508470', '39810174091446', '41596074557622', '41764048797878', '42214266863798', '41808308207798', '41808308142262', '42214348488886', '42083777937590', '41808282484918', '41719758520502', '39810176581814', '41697411203254', '42083778003126', '41808308240566', '39810174451894', '42083851337910', '42085728026806', '41763974971574', '41697908621494', '41697908555958', '41808267215030', '41808308175030', '41808298442934', '42214319325366', '41764051845302', '39810176385206', '41808298475702', '41588820967606', '42111333138614', '41869736444086', '41588821033142', '41763974938806', '42083851370678', '41764048732342', '41719671029942', '41719758487734', '41719670964406', '41764048830646', '41588990967990', '42214319390902', '39810175533238', '41719745380534', '41697413529782', '42214266962102', '41764051943606', '42214348554422', '39810175467702', '41697908588726', '42085727994038', '42214319423670', '39810174419126', '42214257983670', '41764048765110', '41596074590390', '42083861430454', '41869736411318', '42214258081974', '41719668441270', '42214258049206', '39810174124214', '42083638902966', '42111333204150', '41697406812342', '41588821065910', '42214348521654', '39810176647350', '39810174550198', '39810174615734', '42214319358134', '41719745413302', '42111291162806', '41753452839094', '41697908523190', '41763986636982', '42111333105846', '42214348456118', '41697406779574', '39810173436086', '41808282419382', '41719758422198', '42083638837430', '39810176417974', '41709993263286', '41709993164982', '41719750066358', '41719668375734', '41697411170486', '41719750131894', '42214258016438', '42111291097270', '41697406746806', '39810176319670', '41763986669750', '42083787309238', '42083638870198', '39810174517430', '39810173632694', '41808282517686', '41808267116726', '41588821000374', '42083787374774', '41697411236022', '42111291130038', '41764051910838', '39810174386358', '42214266896566', '41808282452150', '41869736509622', '41719758454966', '42083523264694', '39810173468854', '41808298541238', '41596074623158', '39810173567158', '39810175434934', '41719610867894', '41808267149494', '41719610835126', '39810173534390', '41753452773558', '41719750099126', '39810174058678', '42111333171382', '42083787342006', '42214266929334', '41697413464246', '41596074655926', '41753452904630', '42083861397686', '41697413562550', '41697413497014', '42083787276470', '42083523330230', '41709993197750', '41719670931638', '41808267182262', '41719750164662', '39810173599926', '42085728092342', '41719745446070', '41588991000758', '42083861332150', '39810174582966', '41764051878070', '41753452806326', '42083523231926']",[],success,0,['facebook.com/oceancurrent'],['instagram.com/oceancurrent'],,,,
http://1laurellane.com,1laurellane.com,[],[],success,0,,,,,,
http://palla-siding-and-windows.business.site,palla-siding-and-windows.business.site,[],[],success,0,,,,,,
http://gsbphoto.com,gsbphoto.com,[],[],success,0,,,,,,
http://azureskies.com,,,,failed,0,,,,,,Failed to retrieve page content
http://deepdivecounseling.net,deepdivecounseling.net,[],[],success,0,"['facebook.com/2008', 'facebook.com/squarespace']",['instagram.com/squarespace'],,,,
http://cavachonsofoklahoma.com,cavachonsofoklahoma.com,[],[],success,0,,,,,,
http://getranx.com,getranx.com,[],[],success,0,,,,,,
http://yourhairdynasty.com,yourhairdynasty.com,[],[],success,0,['facebook.com/yourhairdynasty'],['instagram.com/yourhairdynasty'],,['twitter.com/yourhairdynasty'],,
http://rcgglobaltv.com,rcgglobaltv.com,[],[],success,0,,,,,,
http://cryptohomiesclub.io,cryptohomiesclub.io,['19862025'],[],success,0,['facebook.com/cryptohomiesnft'],['instagram.com/cryptohomies_'],,['twitter.com/CRYPTOHOMIES_'],,
http://graciejoplin.com,graciejoplin.com,"['4178506447', '4176215639']","['214 S Main Street Joplin, MO 64801', '210 N Washington St Neosho, MO 64850']",success,0,"['facebook.com/jason.rios.16547008', 'facebook.com/shiloh.burchfield', 'facebook.com/Ghettotacos417', 'facebook.com/graciejoplin', 'facebook.com/rob.gaul.3', 'facebook.com/zach.lawson.54', 'facebook.com/randi.roodman', 'facebook.com/profile.php']",['instagram.com/explore'],,,,
http://starcomconsulting.com,starcomconsulting.com,[],[],success,0,,,,,,
http://cincyscrubs.com,cincyscrubs.com,['5139396007'],"['4934 Provident Dr West Chester, OH\xa045246']",success,0,['facebook.com/cincyscrubs'],,,,,
http://workitstudio.com,workitstudio.com,[],[],success,0,,,,,,
http://annarborhomesrealtor.com,annarborhomesrealtor.com,"['20192020', '3137177788', '20012011', '31371777889', '20182019']","['2771 Bristol Ridge Drive\nAnn Arbor, MI 48105', '1978 Elizabeth Lane\nYpsilanti, MI 48198', '1896 Maggie Lane\nYpsilanti, MI 48198', '8837 Prairie Street\nYpsilanti, MI 48197']",success,0,['facebook.com/maurarains1'],,,,,
http://itpc-usa.com,itpc-usa.com,[],[],success,0,['facebook.com/wix'],['instagram.com/wix'],,['twitter.com/wix'],,
http://pinolevistareimagined.com,pinolevistareimagined.com,[],[],success,0,,,,,,
http://sharonkinghoge.com,sharonkinghoge.com,[],[],success,0,,,,['twitter.com/SharonKingHoge'],,
http://directdrivelogistics.com,directdrivelogistics.com,[],[],success,0,['facebook.com/tr'],,,,,
http://antiochassistedliving.com,antiochassistedliving.com,[],[],success,0,,,,,,
http://aop3d.com,aop3d.com,"['9795466318074538', '7815071606']",[],success,0,['facebook.com/AOPthreeD'],['instagram.com/aop3d'],,,,
http://proexecstaffing.com,proexecstaffing.com,['7132482245'],[],success,0,['facebook.com/proexecstaffing'],,,['twitter.com/exec_pro'],['linkedin.com/company/pro-exec-staffing'],
http://kickitupquilting.com,kickitupquilting.com,[],[],success,0,['facebook.com/KickItUpQuilting'],['instagram.com/kickitupquilting'],,,,
http://torget.org,torget.org,['9403695116'],[],success,0,,,,,,
http://uomosport.com,uomosport.com,[],[],success,0,['facebook.com/UOMOSPORT2016'],['instagram.com/uomo_sport'],,['twitter.com/uomo_sport'],['linkedin.com/company/uomo-sport'],
http://off-trail.co,off-trail.co,['34567456789012'],[],success,0,,['instagram.com/offtrail.co'],,,,
http://astepabovemb.com,astepabovemb.com,['20152016'],"['721 Sandy Ln. Unit FMyrtle Beach, SC 29575']",success,0,['facebook.com/A-Step-Above-Flooring-810287332403927'],['instagram.com/astepaboveflooring'],['youtube.com/channel/UCfnhlL-4YRhTqg5w1GQ9Zkw'],['twitter.com/AStepAboveMB'],,
http://stewartgrain.com,stewartgrain.com,"['2177597938', '7659862254']",[],success,0,"['facebook.com/plugins', 'facebook.com/stewartgrainco']",,,,,
http://thebeautyteam.com,thebeautyteam.com,['9089175233'],[],success,0,['facebook.com/The-Beauty-Team-NJ-1524388267839855'],['instagram.com/thebeautyteamnj'],,,['linkedin.com/in/daniela-brozkova-3b084b9'],
http://stitchncluck.com,stitchncluck.com,[],[],success,0,,,,,,
http://propertyguysnj.com,propertyguysnj.com,[],[],success,0,,,,,,
http://peacefulwolftaichi.com,peacefulwolftaichi.com,[],[],success,0,,,,,,
http://alpha-research-associates-research-institute.business.site,alpha-research-associates-research-institute.business.site,[],[],success,0,,,,,,
http://busiup.com,busiup.com,[],[],success,0,,,,,,
http://hyhp.org,hyhp.org,[],"['1310 Punahou Street Honolulu, HI 96826']",success,0,['facebook.com/hawaiiyhp'],['instagram.com/hawaiiyhp'],,,['linkedin.com/company/hyhp'],
http://marrs-jonesfuneralhome.com,,,,failed,0,,,,,,Failed to retrieve page content
http://truyasushica.com,truyasushica.com,['950514082444534'],[],success,0,,,,,,
http://amwindowcleaning.org,amwindowcleaning.org,[],[],success,0,,,,,,
http://ascend-tech.us,ascend-tech.us,[],[],success,0,,,,['twitter.com/AscendSoftTech'],['linkedin.com/company/ascendant-software-technology-llc'],
http://buryservices.com,buryservices.com,[],"['4358 W Vickery Blvd, Fort Worth, TX 76107']",success,0,,,,,,
http://justgooglebenhiggins.com,justgooglebenhiggins.com,[],[],success,0,,,,,,
http://miltongeorgialiving.com,miltongeorgialiving.com,[],[],success,0,,,,,,
http://fanbladedesigns.com,fanbladedesigns.com,['2087204041'],[],success,0,['facebook.com/pages'],['instagram.com/fanbladedesigns'],,"['twitter.com/fanbladedesigns', 'twitter.com/widgets', 'twitter.com/FanBladeDesigns']",,
http://scienceeducators.org,scienceeducators.org,[],[],success,0,,,,,,
http://fuecid.shop,fuecid.shop,[],[],success,0,,,,,,
http://ghostmountain.org,ghostmountain.org,[],[],success,0,,['instagram.com/ghostmountainpdx'],,,,
http://crawfordproduction.com,crawfordproduction.com,[],[],success,0,,,,,,
http://janellesrestaurant.com,janellesrestaurant.com,[],[],success,0,,,,,,
http://timemusicgroupnyc.com,timemusicgroupnyc.com,[],[],success,0,['facebook.com/mindlessbehavior'],['instagram.com/officialmbmusic'],['youtube.com/user/ddrums123'],['twitter.com/officialmbmusic'],,
http://davidprieto.realestate,davidprieto.realestate,['91316818'],[],success,0,"['facebook.com/2008', 'facebook.com/DPREServices']",,,['twitter.com/share'],['linkedin.com/in/david-prieto-0a908330'],
http://jrmatheny.com,jrmatheny.com,[],[],success,0,['facebook.com/2008'],['instagram.com/jrmatheny'],,['twitter.com/jason_r_matheny'],,
http://warnby.com,warnby.com,[],[],success,0,,,,,,
http://2701jamesmwood.com,2701jamesmwood.com,"['2132474210', '20212701']","['2701 James M Wood Blvd Los Angeles , CA 90006']",success,0,,,,,,
http://koimountain.com,koimountain.com,[],[],success,0,,,,,,
http://floraottimer.com,floraottimer.com,[],[],success,0,"['facebook.com/tr', 'facebook.com/floraottimer']",['instagram.com/floraottimer'],,,,
http://nbwatergardens.com,nbwatergardens.com,['653406602293777'],[],success,0,,,,,,
http://gygeneralservices.business.site,gygeneralservices.business.site,[],[],success,0,,,,,,
http://arnoldprint.com,arnoldprint.com,"['176034475', '7173925491']","['53 Eastman Ave, Lancaster, PA 17603', '110 South Manor Street Mountville, PA 17554']",success,0,,,,,,
http://infinitiofsouthatlanta.com,infinitiofsouthatlanta.com,[],[],success,0,,,,,,
http://forcht-law.com,forcht-law.com,[],[],success,0,,,,,,
http://ericamhill.com,ericamhill.com,[],[],success,0,['facebook.com/2008'],,,,,
http://stpunited.org,stpunited.org,['8163316444'],"['111 W Foxwood Dr\r\nRaymore, MO 64083', '1111 W Foxwood Drive\nRaymore, MO 64083']",success,0,"['facebook.com/plugins', 'facebook.com/stpunited']",['instagram.com/stpaulsraymore'],,,,
http://philippineflowers.com,philippineflowers.com,['20002025'],[],success,0,,,,,,
http://calcoastjewelryappraisers.com,calcoastjewelryappraisers.com,"['760504634', '05046343']",[],success,0,['facebook.com/CalCoastJewelryAppraisers'],['instagram.com/gemologistgirl'],,,,
http://semillacenter.org,semillacenter.org,[],[],success,0,['facebook.com/SemillaCenter'],['instagram.com/semillacenter'],,['twitter.com/semillacenter'],,
http://allcleanhomes.com,allcleanhomes.com,[],[],success,0,,,,,,
http://pinehavenresort.com,pinehavenresort.com,"['4252627282930', '123456789101112131', '2186822547', '123456789101112', '2232425262728293031', '41516171819202122232', '20250124', '21314151617181920212', '12345678910111']",[],success,0,"['facebook.com/Pine-Haven-Resort-on-Blackwater-Lake-130381357029056', 'facebook.com/login', 'facebook.com/NorLightsCasino', 'facebook.com/bearpausetheater', 'facebook.com/HackCFC']",,,,,
http://camilluscusecamp.com,camilluscusecamp.com,['19992025'],[],success,0,,,,,,
http://smensclub.org,smensclub.org,['151434127419622'],[],success,0,['facebook.com/smensclub'],,,,,
http://talkingparents.com,talkingparents.com,[],[],success,0,['facebook.com/TalkingParents'],['instagram.com/talkingparentsapp'],,['twitter.com/Talkingparents'],,
http://lequedagua.com,lequedagua.com,['212317004'],[],success,0,['facebook.com/lequedagua.lda'],['instagram.com/lequedagua'],,,,
http://rrrobotictec.com,rrrobotictec.com,[],[],success,0,,,,,,
http://cleaningsvccolumbiafalls.com,cleaningsvccolumbiafalls.com,[],[],success,0,,,,,,
http://fortlaudedalepsychic.com,fortlaudedalepsychic.com,[],[],success,0,,,,,,
http://hypnosishealthworks.com,hypnosishealthworks.com,['3104041256'],[],success,0,,,,,,
http://shakeprosolutions.com,shakeprosolutions.com,[],[],success,0,"['facebook.com/ShakeProSolutions', 'facebook.com/2008']",['instagram.com/shakeprosolutions'],,['twitter.com/shakepros'],,
http://charliesproshop.com,charliesproshop.com,['7273973947'],"['11401 Starkey Road\n          Largo, FL 33773']",success,0,,,,,,
http://woodgateapts.net,woodgateapts.net,"['8442017843', '844201784']","['3851 W Cobble Ridge Drive West Jordan, UT 84084']",success,0,"['facebook.com/pg', 'facebook.com/sharer']",['instagram.com/woodgate.jordan.landing'],,"['twitter.com/intent', 'twitter.com/widgets']",,
http://behindthewhitebeard.com,behindthewhitebeard.com,[],[],success,0,,,,,,
http://seamuspuppy.com,,,,failed,0,,,,,,Failed to retrieve page content
http://rgaineswebdevelopment.com,rgaineswebdevelopment.com,['8169747493'],[],success,0,,,,,,
http://johnsoncreekrvresort.com,johnsoncreekrvresort.com,['8303673300'],[],success,0,['facebook.com/johnsoncreekrvresortpark'],['instagram.com/explore'],,,,
http://continentalfresh.com,continentalfresh.com,['3058609611'],[],success,0,['facebook.com/2008'],,,,['linkedin.com/company/continental-fresh-llc'],
http://jsdagency.com,jsdagency.com,[],[],success,0,,['instagram.com/jsd.agency'],,,['linkedin.com/company/jsdagency'],
http://vipsmarthomes.com,vipsmarthomes.com,[],[],success,0,['facebook.com/2008'],,,,['linkedin.com/company/vipsmarthomes'],
http://mojoparker.com,mojoparker.com,[],[],success,0,"['facebook.com/mojoparker', 'facebook.com/2008']",['instagram.com/mojoparkerblues'],,,,
http://rewildyourgarden.com,rewildyourgarden.com,['2076539334'],[],success,0,['facebook.com/kdbgardenrewilder'],['instagram.com/rewildyourgarden'],,,,
http://onsa.net,onsa.net,['5033169638'],[],success,0,,,,,,
http://mutterpasshuellen.eu,mutterpasshuellen.eu,['6212542147'],[],success,0,['facebook.com/SchneewittchenShopOnline'],['instagram.com/schneewittchenshop'],,,,
http://bettoli.realtor,bettoli.realtor,"['3053567440', '30535674401']",[],success,0,['facebook.com/NARdotRealtor'],['instagram.com/nardotrealtor'],,['twitter.com/NARdotREALTOR'],,
http://badgertoyotalift.com,badgertoyotalift.com,[],[],success,0,,,,,,
http://liketelevision.com,liketelevision.com,[],[],success,0,,,,,,
http://vibrantlifefarms.com,vibrantlifefarms.com,['80538970'],[],success,0,['facebook.com/vibrantlifefarms'],"['instagram.com/wix', 'instagram.com/vibrantlifefarms']",,,,
http://lisinoprilfst.com,lisinoprilfst.com,[],[],success,0,,,,,,
http://tevisdenise.com,tevisdenise.com,[],[],success,0,"['facebook.com/tevis.denise', 'facebook.com/wix']","['instagram.com/wix', 'instagram.com/tevisdenise']",,"['twitter.com/tevisdenise', 'twitter.com/wix']","['linkedin.com/in/tevis-denise', 'linkedin.com/company/wix-com']",
http://ropescan.us,ropescan.us,['7014786666'],[],success,0,,,,,,
http://saracott.com,saracott.com,"['4048501270', '300304048501270']",[],success,0,['facebook.com/2008'],,,,,
http://madebyjosy.com,madebyjosy.com,[],[],success,0,,,,,,
http://salinasidingcompany.com,salinasidingcompany.com,['7853908822'],[],success,0,['facebook.com/Salina-Siding-Company-104405568676524'],,,,['linkedin.com/company/75604120'],
http://roushdetailingllc.com,roushdetailingllc.com,[],[],success,0,['facebook.com/RoushDetailingLLC'],['instagram.com/RoushDetailingLLC.Colorado'],,,,
http://greggardnersbarbershop.com,greggardnersbarbershop.com,"['8142673226', '8142673226511']","['3226511 Mulberry St, Berlin, PA 15530']",success,0,,,,,,
http://hautesalonjc.com,hautesalonjc.com,['5736347476'],[],success,0,['facebook.com/hautesalon'],['instagram.com/hautesalonjc'],,,,
http://hdnavalue.com,hdnavalue.com,[],[],success,0,['facebook.com/pages'],,,,['linkedin.com/company/hollingshead-dearden-'],
http://arisepca.com,arisepca.com,[],[],success,0,"['facebook.com/ArisePCA', 'facebook.com/2008']","['instagram.com/arisepresbyterian', 'instagram.com/p']",,,,
http://mikesagfencerepair.com,mikesagfencerepair.com,['2402856648'],[],success,0,['facebook.com/Mikes-Agriculture-Fence-Repair-101798072153722'],,,,,
http://tornadobaseball.com,tornadobaseball.com,[],[],success,0,,,,,,
http://thethriftyhijabi.com,thethriftyhijabi.com,[],[],success,0,,,,,,
http://betterbuildco.com,betterbuildco.com,['5122708388'],[],success,0,"['facebook.com/2008', 'facebook.com/profile.php']","['instagram.com/reel', 'instagram.com/austinhomeservices', 'instagram.com/p']",,,,
http://thatpaintgirl.com,thatpaintgirl.com,[],[],success,0,['facebook.com/tr'],['instagram.com/thatpaintgrl'],,,,
http://haqelyaqeen.com,haqelyaqeen.com,[],[],success,0,,,,,,
http://thelocalmanjakemangan.com,thelocalmanjakemangan.com,['5163619474'],[],success,0,,,['youtube.com/channel/UCZ6jVxTTC46emI_WcT40PuA'],,['linkedin.com/in/localmanjakemangan'],
http://virustarllc.com,virustarllc.com,[],[],success,0,,,,,,
http://meskauskis.com,meskauskis.com,[],[],success,0,,,,,['linkedin.com/in/neil-meskauskis-05b3321'],
http://themarketinggroupaz.com,themarketinggroupaz.com,[],[],success,0,,,,,,
http://markhensonart.com,markhensonart.com,"['7077308538', '7072752201']",[],success,0,,,,,,
http://dreamservicesoftware.com,dreamservicesoftware.com,['+12106950795'],[],success,0,"['facebook.com/tr', 'facebook.com/dreamservicecrm']",['instagram.com/dreamservicesoftware'],,,['linkedin.com/company/dream-service-software'],
http://longrealty.com,longrealty.com,"['8003545664', '85718800']","['900 E. River Rd\nTucson, AZ 85718']",success,0,['facebook.com/longrealty'],['instagram.com/longrealty'],,,['linkedin.com/company/long-realty-company'],
http://two2brew.com,two2brew.com,['18776627544'],[],success,0,"['facebook.com/sharer.php', 'facebook.com/hellotwo2brew']",['instagram.com/hellotwo2brew'],['youtube.com/channel/UCyycXJiRJ_Zclyrnr8wI-og'],['twitter.com/intent'],,
http://yourvibrantnutrition.com,yourvibrantnutrition.com,['7328295146'],[],success,0,"['facebook.com/1948560308744380', 'facebook.com/2008', 'facebook.com/Dietitianinfo']",['instagram.com/wellnessoneill'],,,['linkedin.com/in/annette-o-neill-rdn-3182a5ba'],
http://proofpass.com,proofpass.com,[],[],success,0,,,,,,
http://theneumannproject.com,theneumannproject.com,[],[],success,0,,,,,,
http://tangodown.com,tangodown.com,[],[],success,0,,,,,,
http://lassomd.com,lassomd.com,"['8884488149', '8884488149888448']",[],success,0,"['facebook.com/tr', 'facebook.com/Hi.LassoMD']",['instagram.com/hi.lassomd'],,,,
http://sootheyoursoulmassage.com,sootheyoursoulmassage.com,[],[],success,0,,,,,,
http://rebeccathebadass.com,rebeccathebadass.com,[],[],success,0,"['facebook.com/settings', 'facebook.com/2008']",['instagram.com/rebeccaekeating'],,,,
http://nefsvt.com,nefsvt.com,[],[],success,0,"['facebook.com/l.php', 'facebook.com/NortheastFarmServices', 'facebook.com/2008', 'facebook.com/100006440683416']","['instagram.com/reel', 'instagram.com/p', 'instagram.com/nefsvt']",['youtube.com/channel/UCRZ0tRSvW4bGp0dmWWAeySw'],,,
http://burst-media.com,burst-media.com,['2085739931'],[],success,0,['facebook.com/BurstMediaLLC'],,,,,
http://tsunamipolo.org,tsunamipolo.org,[],[],success,0,"['facebook.com/WordPresscom', 'facebook.com/SFTsunamiWaterPolo']",['instagram.com/sftsunamipolo'],,,,
http://sunnova-solar-oakland.business.site,sunnova-solar-oakland.business.site,[],[],success,0,,,,,,
http://hairbykole.com,hairbykole.com,[],[],success,0,,,,,,
http://genfreellc.com,genfreellc.com,[],[],success,0,['facebook.com/100137179118600'],,,,['linkedin.com/company/genfree-llc'],
http://marblepolishingmiami.net,marblepolishingmiami.net,"['3057312242', '331793057312242']",[],success,0,,,,,,
http://fynres.com,fynres.com,[],[],success,0,,,,,,
http://paysonhandyman.com,paysonhandyman.com,[],[],success,0,,,,,,
